RH.E50C44E6F0174B8Z0Z_F	A00405_539_HLLNCDSX3_4_2274_5032_1407_1_281_-_55e0198a26039baf44b805bae07c848a	100.000	22	0	1	22	53	74	5.85e-09	44.1
RH.F3CB70E6BDD6435Z0Z_F	A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd	96.000	25	1	1	25	259	283	2.81e-08	42.1
RH.F8075AAECB0140EZ0Z_F	A00405_539_HLLNCDSX3_4_1616_5159_7326_1_289_+_6c1a9a1433626a3ddaf6db824795c0c6	100.000	21	0	1	21	95	115	2.15e-08	42.1
RH.F8075AAECB0140EZ0Z_F	A00405_539_HLLNCDSX3_4_1144_21875_1705_1_289_-_2e38050b7207e66297542401e31b9aa3	95.238	21	1	1	21	101	121	5.23e-06	34.2
RH.0217D7856D1B4F3Z0Z_R	A00405_539_HLLNCDSX3_4_1172_6912_5979_1_294_+_72490401ce488a16c0eeef731c6b69e6	100.000	23	0	1	23	168	146	1.59e-09	46.1
RH.04A0205BEA6C49EZ0Z_R	A00405_539_HLLNCDSX3_4_2434_5791_26678_1_293_+_4935421d650b2f8704a06e4772a37ebd	100.000	24	0	1	24	178	155	4.28e-10	48.1
RH.094E5466924B45EZ0Z_R	A00405_539_HLLNCDSX3_4_1308_16957_34616_1_288_+_e9eef5be17e74604d685b2e3442b347d	100.000	25	0	1	25	110	86	1.15e-10	50.1
RH.094E5466924B45EZ0Z_R	A00405_539_HLLNCDSX3_4_2254_17888_3975_1_290_+_288544c16fc112942b22763b2578b935	100.000	25	0	1	25	206	182	1.15e-10	50.1
RH.0C6EF86AB29A422Z0Z_R	A00405_539_HLLNCDSX3_4_1133_19199_19492_1_294_-_f696211bbf33e2824c01aee2ec50bcfe	100.000	23	0	1	23	184	162	1.59e-09	46.1
RH.1178978C1B124F7Z0Z_R	A00405_539_HLLNCDSX3_4_2541_11713_30514_1_274_-_2c2a3b35643d8a4c21b4ba8e96d8f8fb	100.000	22	0	1	22	237	216	5.85e-09	44.1
RH.1DB5008EB8D746AZ0Z_R	A00405_539_HLLNCDSX3_4_1376_6533_24893_1_250_+_5e735dddc9ed98f764e786e6c938d9b8	100.000	21	0	1	21	184	164	2.15e-08	42.1
RH.1ED162FCE898487Z0Z_R	A00405_539_HLLNCDSX3_4_2460_9362_4961_1_292_-_48221c31524d605b1a357d6d7943337f	100.000	25	0	1	25	189	165	1.15e-10	50.1
RH.23246278E0E74E6Z0Z_R	A00405_539_HLLNCDSX3_4_1167_19542_33426_1_292_+_a654a93c96c06f752f2d7c67d57f999a	100.000	23	0	1	23	225	203	1.59e-09	46.1
RH.23246278E0E74E6Z0Z_R	A00405_539_HLLNCDSX3_4_1104_22073_24408_1_293_+_4914a7ba4a2d99ed42b81efb3a62da2b	100.000	20	0	4	23	60	41	9.78e-08	40.1
RH.300DF134D97F45BZ0Z_R	A00405_539_HLLNCDSX3_4_1102_17635_21418_1_292_+_36122b27dfdc55ef17a9f8372e842c41	100.000	23	0	1	23	272	250	1.59e-09	46.1
RH.33AEBDC95C5A43AZ0Z_R	A00405_539_HLLNCDSX3_4_1254_32298_33317_1_277_-_25ab9f6fb42b76b6696166c77393b14a	100.000	22	0	1	22	226	205	5.85e-09	44.1
RH.44DCEC943BED412Z0Z_R	A00405_539_HLLNCDSX3_4_1144_21875_1705_1_289_-_2e38050b7207e66297542401e31b9aa3	100.000	23	0	1	23	195	173	1.59e-09	46.1
RH.517A9FBA2B494D5Z0Z_R	A00405_539_HLLNCDSX3_4_2144_25943_22498_1_291_+_b63a675850008016b91f6d9617d49ae1	100.000	24	0	1	24	171	148	4.28e-10	48.1
RH.78B83B8D6A224B1Z0Z_R	A00405_539_HLLNCDSX3_4_1104_22073_24408_1_293_+_4914a7ba4a2d99ed42b81efb3a62da2b	100.000	23	0	1	23	216	194	1.59e-09	46.1
RH.8F107B8442F24A3Z0Z_R	A00405_539_HLLNCDSX3_4_2140_30463_36620_1_268_-_efd71567aa19975e277c347d16477d1d	100.000	23	0	1	23	251	229	1.59e-09	46.1
RH.A9EEDC62F48D4DAZ0Z_R	A00405_539_HLLNCDSX3_4_1246_27290_11960_1_291_+_80c223e82cbb870dd51ba21a87208911	100.000	21	0	1	21	209	189	2.15e-08	42.1
RH.BA6FBF5690DA414Z0Z_R	A00405_539_HLLNCDSX3_4_1668_20338_5368_59_279_-_88e04a66b3e3f4d2a12fa1e7eea64431	100.000	22	0	1	22	166	145	5.85e-09	44.1
RH.BA6FBF5690DA414Z0Z_R	A00405_539_HLLNCDSX3_4_2626_6379_17801_1_156_-_754d46f0822b92fa92010b546aa7e756	95.455	22	1	1	22	124	103	1.43e-06	36.2
RH.BA6FBF5690DA414Z0Z_R	A00405_539_HLLNCDSX3_4_1367_9507_35368_1_258_-_012d6f41b7c5be3daa1047e478174f9a	95.455	22	1	1	22	232	211	1.43e-06	36.2
RH.BCDAADAE5A244DDZ0Z_R	A00405_539_HLLNCDSX3_4_2556_14434_27305_1_294_-_6411a2206fd0819d9132a75664035768	100.000	24	0	1	24	244	221	4.28e-10	48.1
RH.C597F0BA65D4481Z0Z_R	A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0	100.000	24	0	1	24	220	197	4.28e-10	48.1
RH.D78133F7DC3D4EBZ0Z_R	A00405_539_HLLNCDSX3_4_1251_11180_16783_1_287_+_cd2c138eb95d5387f4f5f0bf4d81133f	100.000	21	0	1	21	201	181	2.15e-08	42.1
RH.E50C44E6F0174B8Z0Z_R	A00405_539_HLLNCDSX3_4_2274_5032_1407_1_281_-_55e0198a26039baf44b805bae07c848a	100.000	22	0	1	22	161	140	5.85e-09	44.1
RH.F3CB70E6BDD6435Z0Z_R	A00405_539_HLLNCDSX3_4_1461_31159_20760_1_284_-_b2031df4f4cf3a94d36c826cba2d1ff6	100.000	24	0	1	24	76	53	4.28e-10	48.1
RH.F8075AAECB0140EZ0Z_R	A00405_539_HLLNCDSX3_4_1616_5159_7326_1_289_+_6c1a9a1433626a3ddaf6db824795c0c6	100.000	22	0	1	22	198	177	5.85e-09	44.1
