RH.C597F0BA65D4481Z0Z	NZ_CP096040.1:5605882-5606078	25
RH.C597F0BA65D4481Z0Z	CP024201.1:2436157-2436436	518
RH.C597F0BA65D4481Z0Z	NZ_CP024201.1:2436157-2436436	497
RH.33AEBDC95C5A43AZ0Z	CP024201.1:1001624-1001797	0
RH.33AEBDC95C5A43AZ0Z	NZ_CP024201.1:1001624-1001797	0
RH.BA6FBF5690DA414Z0Z	CP115463.1:3890881-3891074	35
RH.BA6FBF5690DA414Z0Z	NZ_CP115463.1:3890881-3891074	41
RH.1DB5008EB8D746AZ0Z	CP171994.1:2681915-2682041	1874
RH.1DB5008EB8D746AZ0Z	NZ_CP171994.1:2681915-2682041	1874
RH.1DB5008EB8D746AZ0Z	CP096040.1:1314610-1314736	2
RH.1DB5008EB8D746AZ0Z	NZ_CP096040.1:1314610-1314736	6
RH.1DB5008EB8D746AZ0Z	CP033875.1:3544094-3544211	29
RH.1DB5008EB8D746AZ0Z	CP082923.1:1032320-1032446	0
RH.1DB5008EB8D746AZ0Z	NZ_CP033875.1:3544094-3544211	21
RH.1DB5008EB8D746AZ0Z	NZ_CP082923.1:1032320-1032446	2
RH.F8075AAECB0140EZ0Z	CP115463.1:22985-23270	6
RH.F8075AAECB0140EZ0Z	CP115463.1:21738-21997	6
RH.F8075AAECB0140EZ0Z	CP115463.1:637001-637286	129
RH.F8075AAECB0140EZ0Z	CP115463.1:2170121-2170406	8288
RH.F8075AAECB0140EZ0Z	NZ_CP115463.1:22985-23270	2
RH.F8075AAECB0140EZ0Z	NZ_CP115463.1:21738-21997	5
RH.F8075AAECB0140EZ0Z	NZ_CP115463.1:637001-637286	124
RH.F8075AAECB0140EZ0Z	NZ_CP115463.1:2170121-2170406	8252
RH.F8075AAECB0140EZ0Z	CP082923.1:20338-20623	402
RH.F8075AAECB0140EZ0Z	NZ_CP082923.1:20338-20623	399
RH.F8075AAECB0140EZ0Z	CP048815.1:19836-20121	2
RH.F8075AAECB0140EZ0Z	NZ_CP048815.1:19836-20121	1
RH.F8075AAECB0140EZ0Z	CP013002.1:23439-23724	11
RH.F8075AAECB0140EZ0Z	NZ_CP013002.1:23439-23724	17
RH.F8075AAECB0140EZ0Z	CP183331.1:106281-106566	6
RH.F8075AAECB0140EZ0Z	NZ_CP183331.1:106281-106566	5
RH.F8075AAECB0140EZ0Z	CP096040.1:5606574-5606859	0
RH.F8075AAECB0140EZ0Z	NZ_CP096040.1:5606574-5606859	4
RH.F8075AAECB0140EZ0Z	CP002008.1:18176-18461	237
RH.F8075AAECB0140EZ0Z	CP027850.1:18175-18460	227
RH.F8075AAECB0140EZ0Z	CP171994.1:1519602-1519887	112
RH.F8075AAECB0140EZ0Z	NZ_CP171994.1:1519602-1519887	109
RH.F8075AAECB0140EZ0Z	NZ_CP027850.1:18175-18460	219
RH.F8075AAECB0140EZ0Z	CP183329.1:3793632-3793917	4
RH.F8075AAECB0140EZ0Z	CP183332.1:3865761-3866046	10
RH.F8075AAECB0140EZ0Z	NZ_CP183329.1:3793632-3793917	7
RH.F8075AAECB0140EZ0Z	NZ_CP183332.1:3865761-3866046	9
RH.F8075AAECB0140EZ0Z	AE005673.1:62658-62942	0
RH.F8075AAECB0140EZ0Z	CP023314.2:62658-62942	1
RH.F8075AAECB0140EZ0Z	NC_011916.1:62658-62942	1
RH.F8075AAECB0140EZ0Z	CP079926.1:62519-62803	1
RH.F8075AAECB0140EZ0Z	CP001340.1:62658-62942	0
RH.F8075AAECB0140EZ0Z	NZ_CP023314.2:62658-62942	0
RH.F8075AAECB0140EZ0Z	NZ_CP079926.1:62519-62803	3
RH.F8075AAECB0140EZ0Z	CP023315.3:63610-63874	2
RH.F8075AAECB0140EZ0Z	NZ_CP023315.3:63610-63874	2
RH.F8075AAECB0140EZ0Z	CP023313.2:64462-64746	7
RH.F8075AAECB0140EZ0Z	CP034122.1:62130-62414	5
RH.F8075AAECB0140EZ0Z	NZ_CP023313.2:64462-64746	6
RH.F8075AAECB0140EZ0Z	NZ_CP034122.1:62130-62414	9
RH.F8075AAECB0140EZ0Z	CP189825.1:64462-64746	8
RH.F8075AAECB0140EZ0Z	NZ_CP189825.1:64462-64746	2
RH.F8075AAECB0140EZ0Z	CP033875.1:56052-56336	1
RH.F8075AAECB0140EZ0Z	NZ_CP033875.1:56052-56336	1
RH.BA6FBF5690DA414Z0Z	CP115463.1:3890881-3891026	35
RH.BA6FBF5690DA414Z0Z	NZ_CP115463.1:3890881-3891026	41
RH.8F107B8442F24A3Z0Z	CP024201.1:2435465-2435685	3
RH.8F107B8442F24A3Z0Z	NZ_CP024201.1:2435465-2435685	2
RH.8F107B8442F24A3Z0Z	CP048815.1:19923-20142	2
RH.8F107B8442F24A3Z0Z	NZ_CP048815.1:19923-20142	0
RH.517A9FBA2B494D5Z0Z	CP115463.1:21841-22030	6
RH.517A9FBA2B494D5Z0Z	CP115463.1:2170250-2170427	8251
RH.517A9FBA2B494D5Z0Z	NZ_CP115463.1:21841-22030	5
RH.517A9FBA2B494D5Z0Z	NZ_CP115463.1:2170250-2170427	8222
RH.517A9FBA2B494D5Z0Z	CP048815.1:19966-20133	2
RH.517A9FBA2B494D5Z0Z	NZ_CP048815.1:19966-20133	0
RH.517A9FBA2B494D5Z0Z	CP082923.1:20468-20647	396
RH.517A9FBA2B494D5Z0Z	NZ_CP082923.1:20468-20647	390
RH.517A9FBA2B494D5Z0Z	CP024201.1:167048-167222	8
RH.517A9FBA2B494D5Z0Z	NZ_CP024201.1:167048-167222	10
RH.517A9FBA2B494D5Z0Z	CP002008.1:18306-18476	237
RH.517A9FBA2B494D5Z0Z	CP027850.1:18305-18475	227
RH.517A9FBA2B494D5Z0Z	NZ_CP027850.1:18305-18475	219
RH.094E5466924B45EZ0Z	CP024201.1:2436072-2436128	0
RH.094E5466924B45EZ0Z	NZ_CP024201.1:2436072-2436128	0
RH.E50C44E6F0174B8Z0Z	CP013002.1:24250-24390	61
RH.E50C44E6F0174B8Z0Z	NZ_CP013002.1:24250-24390	49
RH.04A0205BEA6C49EZ0Z	CP115463.1:324490-324781	482
RH.04A0205BEA6C49EZ0Z	NZ_CP115463.1:324490-324781	432
RH.04A0205BEA6C49EZ0Z	CP024201.1:63398-63689	24
RH.04A0205BEA6C49EZ0Z	NZ_CP024201.1:63398-63689	21
RH.1ED162FCE898487Z0Z	CP171994.1:337839-338116	74
RH.1ED162FCE898487Z0Z	NZ_CP171994.1:337839-338116	76
RH.1178978C1B124F7Z0Z	CP115463.1:3890583-3890652	0
RH.1178978C1B124F7Z0Z	NZ_CP115463.1:3890583-3890652	0
RH.BCDAADAE5A244DDZ0Z	CP048815.1:19702-19986	77
RH.BCDAADAE5A244DDZ0Z	NZ_CP048815.1:19702-19986	51
RH.BCDAADAE5A244DDZ0Z	CP082923.1:20205-20485	171
RH.BCDAADAE5A244DDZ0Z	NZ_CP082923.1:20205-20485	171
RH.BCDAADAE5A244DDZ0Z	CP023315.3:63745-64028	87
RH.BCDAADAE5A244DDZ0Z	NZ_CP023315.3:63745-64028	92
RH.BCDAADAE5A244DDZ0Z	CP024201.1:167211-167492	1
RH.BCDAADAE5A244DDZ0Z	NZ_CP024201.1:167211-167492	0
RH.BCDAADAE5A244DDZ0Z	CP096040.1:5606709-5606992	0
RH.BCDAADAE5A244DDZ0Z	NZ_CP096040.1:5606709-5606992	3
RH.BCDAADAE5A244DDZ0Z	CP023313.2:64597-64875	90
RH.BCDAADAE5A244DDZ0Z	CP034122.1:62265-62543	93
RH.BCDAADAE5A244DDZ0Z	NZ_CP023313.2:64597-64875	78
RH.BCDAADAE5A244DDZ0Z	NZ_CP034122.1:62265-62543	96
RH.BCDAADAE5A244DDZ0Z	CP189825.1:64597-64875	90
RH.BCDAADAE5A244DDZ0Z	NZ_CP189825.1:64597-64875	107
RH.BCDAADAE5A244DDZ0Z	AE005673.1:62793-63071	0
RH.BCDAADAE5A244DDZ0Z	CP023314.2:62793-63071	1
RH.BCDAADAE5A244DDZ0Z	NC_011916.1:62793-63071	1
RH.BCDAADAE5A244DDZ0Z	CP079926.1:62654-62932	1
RH.BCDAADAE5A244DDZ0Z	CP001340.1:62793-63071	0
RH.BCDAADAE5A244DDZ0Z	NZ_CP023314.2:62793-63071	0
RH.BCDAADAE5A244DDZ0Z	NZ_CP079926.1:62654-62932	3
RH.BCDAADAE5A244DDZ0Z	CP013002.1:23311-23589	11
RH.BCDAADAE5A244DDZ0Z	NZ_CP013002.1:23311-23589	16
RH.BCDAADAE5A244DDZ0Z	CP002008.1:18043-18326	0
RH.BCDAADAE5A244DDZ0Z	CP027850.1:18042-18325	0
RH.BCDAADAE5A244DDZ0Z	NZ_CP027850.1:18042-18325	0
RH.BCDAADAE5A244DDZ0Z	CP183329.1:3793503-3793782	4
RH.BCDAADAE5A244DDZ0Z	CP183332.1:3865632-3865911	10
RH.BCDAADAE5A244DDZ0Z	NZ_CP183329.1:3793503-3793782	7
RH.BCDAADAE5A244DDZ0Z	NZ_CP183332.1:3865632-3865911	9
